orgnr,exclusion_flags
5566742085,NO_REVENUE
5566744669,NO_REVENUE
5566745336,GLOBAL_SHELL_SUFFIX:sverige ab
5566745450,NO_REVENUE
5566745484,GLOBAL_SHELL_SUFFIX:systems ab
5566746391,NO_REVENUE
5566746763,NO_REVENUE
5566748983,LAYER1_OPERATING:holding
5566750872,NO_REVENUE
5566752019,LAYER1_SERVICE:elteknik
5566752977,GLOBAL_SHELL_SUFFIX:sweden ab
5566753371,NO_REVENUE
5566753736,NO_REVENUE
5566754205,GLOBAL_SHELL_SUFFIX:sweden ab
5566755038,LAYER1_OPERATING:fastighet
5566760079,NO_REVENUE
5566764063,GLOBAL_SHELL_SUFFIX:sweden ab
5566764535,NO_REVENUE
5566765631,LAYER1_SERVICE:entreprenad;NO_REVENUE
5566766076,LAYER1_SERVICE:service;REVENUE_BELOW_MIN
5566766308,NO_REVENUE
5566767967,NO_REVENUE
5566770201,NO_REVENUE
5566770326,NO_REVENUE
5566773023,NO_REVENUE
5566775911,NO_REVENUE
5566777008,NO_REVENUE
5566780804,NAME_EXCLUDED:hotel
5566781687,NO_REVENUE
5566782172,NO_REVENUE;NAME_EXCLUDED:transport
5566786918,NO_REVENUE
5566787577,LAYER1_SERVICE:entreprenad;NO_REVENUE
5566788674,NO_REVENUE
5566788997,LAYER1_SERVICE:bygg
5566789797,LAYER1_OPERATING:holding
5566789870,REVENUE_BELOW_MIN
5566789896,GLOBAL_SHELL_SUFFIX:sverige ab
5566790746,NO_REVENUE
5566793799,LAYER1_SERVICE:bygg
5566794177,LAYER1_OPERATING:fastighet
5566794508,NO_REVENUE
5566794532,NO_REVENUE
5566796081,NO_REVENUE
5566797238,NO_REVENUE
5566801444,NO_REVENUE
5566802012,LAYER1_SERVICE:service;NO_REVENUE
5566803630,NO_REVENUE
5566803804,LAYER1_OPERATING:holding
5566804638,LAYER1_SERVICE:åkeri;NO_REVENUE
5566805528,GLOBAL_SHELL_SUFFIX:sweden ab
5566805726,NO_REVENUE
5566808597,NO_REVENUE
5566808746,NAME_EXCLUDED:hotel
5566810155,NO_REVENUE
5566811567,NO_REVENUE
5566813688,NAME_EXCLUDED:plåt
5566813860,NO_REVENUE
5566814504,NO_REVENUE
5566815709,GLOBAL_SHELL_SUFFIX:sweden ab
5566816459,NO_REVENUE
5566816871,LAYER1_SERVICE:rör
5566817655,NO_REVENUE
5566817887,NO_REVENUE
5566818497,GLOBAL_SHELL_SUFFIX:scandinavia ab
5566819982,NO_REVENUE
5566820493,GLOBAL_SHELL_SUFFIX:sverige ab;LAYER1_SERVICE:konsult
5566821202,LAYER1_OPERATING:fastighet
5566823307,LAYER1_SERVICE:installation;NO_REVENUE
5566823844,NO_REVENUE
5566824693,NO_REVENUE
5566824933,LAYER1_SERVICE:rör
5566825112,LAYER1_SERVICE:bygg;NO_REVENUE
5566827050,GLOBAL_SHELL_SUFFIX:sverige ab
5566827191,GLOBAL_SHELL_SUFFIX:sverige ab
5566831284,NO_REVENUE
5566833819,LAYER1_OPERATING:fastighet
5566833835,LAYER1_OPERATING:fastighet
5566833934,NO_REVENUE
5566834874,LAYER1_SERVICE:consulting
5566835715,LAYER1_SERVICE:åkeri
5566837125,NO_REVENUE
5566839766,LAYER1_OPERATING:förvaltning;REVENUE_BELOW_MIN
5566840079,LAYER1_OPERATING:holding
5566841838,REVENUE_BELOW_MIN
5566877519,GLOBAL_SHELL_SUFFIX:scandinavia ab
5566842257,NO_REVENUE
5566842471,NO_REVENUE
5566842919,LAYER1_SERVICE:bygg
5566843388,LAYER1_OPERATING:holding
5566849534,GLOBAL_SHELL_SUFFIX:sweden ab;LAYER1_SERVICE:akeri
5566850151,NAME_EXCLUDED:plåt
5566852546,NO_REVENUE
5566858824,LAYER1_OPERATING:förvaltning
5566858956,NO_REVENUE
5566858972,NO_REVENUE
5566859053,LAYER1_OPERATING:fastighet
5566860788,NO_REVENUE
5566869581,LAYER1_OPERATING:förvaltning;NO_REVENUE
5566870555,NAME_EXCLUDED:grossist
5566871520,GLOBAL_SHELL_SUFFIX:sweden ab
5566871959,NO_REVENUE
5566872841,LAYER1_OPERATING:fastighet
5566874847,NO_REVENUE
5566877733,NO_REVENUE
5566878491,GLOBAL_SHELL_SUFFIX:sverige ab;LAYER1_SERVICE:konsult
5566879002,LAYER1_OPERATING:fastighet
5566879937,NO_REVENUE;NAME_EXCLUDED:plåt
5566879994,LAYER1_SERVICE:management
5566880216,LAYER1_OPERATING:fastighet
5566880265,LAYER1_OPERATING:fastighet
5566885215,LAYER1_SERVICE:consulting
5566886916,LAYER1_SERVICE:åkeri;NO_REVENUE
5566887948,REVENUE_BELOW_MIN
5566890231,NO_REVENUE
5566890652,NO_REVENUE
5566891544,LAYER1_OPERATING:förvaltning;LAYER1_SERVICE:bygg
5566892856,LAYER1_SERVICE:konsult;NO_REVENUE
5566893201,LAYER1_SERVICE:kyl;NO_REVENUE
5566896758,NO_REVENUE
5566896980,NO_REVENUE
5566899794,REVENUE_BELOW_MIN
5566899984,LAYER1_SERVICE:montage
5566901210,NO_REVENUE
5566918065,LAYER1_SERVICE:consulting
5566906052,GLOBAL_SHELL_SUFFIX:sweden ab
5566906078,GLOBAL_SHELL_SUFFIX:sverige ab
5566906995,GLOBAL_SHELL_SUFFIX:sweden ab
5566911250,NO_REVENUE
5566911839,LAYER1_SERVICE:installation
5566912183,REVENUE_BELOW_MIN
5566913033,GLOBAL_SHELL_SUFFIX:sverige ab
5566913660,GLOBAL_SHELL_SUFFIX:sweden ab
5566913686,NO_REVENUE
5566913868,LAYER1_SERVICE:service
5566916002,LAYER1_OPERATING:fastighet
5566918339,NO_REVENUE
5566918917,NAME_EXCLUDED:transport
5566921606,NO_REVENUE
5566922976,LAYER1_SERVICE:el
5566924865,GLOBAL_SHELL_SUFFIX:sverige ab
5566925359,NO_REVENUE
5566955190,NO_REVENUE
5566938865,LAYER1_OPERATING:fastighet
5566938881,REVENUE_BELOW_MIN
5566940044,GLOBAL_SHELL_SUFFIX:sweden ab
5566942107,NO_REVENUE
5566943279,NO_REVENUE
5566944764,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5566956768,LAYER1_SERVICE:entreprenad
5566957063,NO_REVENUE
5566957857,NO_REVENUE
5566962493,GLOBAL_SHELL_SUFFIX:scandinavia ab;REVENUE_BELOW_MIN
5566963335,NO_REVENUE
5566963707,NO_REVENUE;NAME_EXCLUDED:transport
5566964242,NO_REVENUE;NAME_EXCLUDED:transport
5566966437,NO_REVENUE
5566968102,NAME_EXCLUDED:anläggning
5566968243,LAYER1_SERVICE:bygg;NO_REVENUE
5566968771,LAYER1_SERVICE:kyl
5566975271,LAYER1_SERVICE:bygg;NO_REVENUE
5566977061,GLOBAL_SHELL_SUFFIX:sweden ab;NO_REVENUE
5566977780,NO_REVENUE;NAME_EXCLUDED:transport
5566978143,LAYER1_SERVICE:service
5566978556,NO_REVENUE
5566978796,NO_REVENUE
5566978804,NAME_EXCLUDED:hotel
5566980131,GLOBAL_SHELL_SUFFIX:sweden ab
5566980511,LAYER1_SERVICE:service
5566984471,NO_REVENUE
5566986021,NO_REVENUE;NAME_EXCLUDED:transport
5566986146,LAYER1_SERVICE:bygg
5591434617,GLOBAL_SHELL_SUFFIX:sverige ab
5591434773,GLOBAL_SHELL_SUFFIX:sverige ab
5566989546,LAYER1_SERVICE:bygg
5566989900,LAYER1_SERVICE:montage;NO_REVENUE
5566992474,NO_REVENUE
5566992615,NO_REVENUE
5566999404,NO_REVENUE
5567000020,GLOBAL_SHELL_SUFFIX:sverige ab
5567000558,NO_REVENUE
5567001580,LAYER1_OPERATING:fastighet
5567003271,NAME_EXCLUDED:transport
5567004915,GLOBAL_SHELL_SUFFIX:scandinavia ab
5567005789,LAYER1_SERVICE:bygg
5567007181,LAYER1_SERVICE:konsult;NO_REVENUE
5567007561,LAYER1_SERVICE:bygg
5567008569,NO_REVENUE
5567009344,NO_REVENUE
5567010730,GLOBAL_SHELL_SUFFIX:sverige ab
5567018345,GLOBAL_SHELL_SUFFIX:sweden ab;LAYER1_SERVICE:consulting
5567018576,GLOBAL_SHELL_SUFFIX:sweden ab
5567019210,GLOBAL_SHELL_SUFFIX:sverige ab
5567019244,GLOBAL_SHELL_SUFFIX:sverige ab;LAYER1_SERVICE:service
5567019939,LAYER1_OPERATING:fastighet
5567020655,REVENUE_BELOW_MIN
5567023626,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5567025662,LAYER1_SERVICE:bygg;NO_REVENUE
5567025696,NO_REVENUE
5567026413,LAYER1_OPERATING:holding
5567026736,GLOBAL_SHELL_SUFFIX:sweden ab
5567027783,NO_REVENUE
5567029011,GLOBAL_SHELL_SUFFIX:sweden ab
5567031702,NAME_EXCLUDED:hotel
5567033187,LAYER1_OPERATING:fastighet
5567033294,REVENUE_BELOW_MIN
5567034516,LAYER1_SERVICE:entreprenad
5567034987,LAYER1_SERVICE:bygg;NO_REVENUE
5567035745,LAYER1_SERVICE:consulting;NO_REVENUE
5567036081,NO_REVENUE
5567037394,GLOBAL_SHELL_SUFFIX:sweden ab
5567039630,LAYER1_SERVICE:bygg
5567040950,LAYER1_OPERATING:fastighet
5567043814,LAYER1_SERVICE:entreprenad;NO_REVENUE
5567044267,NO_REVENUE
5567047716,LAYER1_SERVICE:bygg
5567047724,GLOBAL_SHELL_SUFFIX:sverige ab
5567052641,NO_REVENUE
5567054977,NO_REVENUE
5567055446,NO_REVENUE
5567055545,NO_REVENUE;NAME_EXCLUDED:hotel
5567055974,REVENUE_BELOW_MIN
5567059125,NO_REVENUE
5567059349,NO_REVENUE
5567060453,LAYER1_SERVICE:service
5567062517,NO_REVENUE
5567062962,NO_REVENUE
5567065205,GLOBAL_SHELL_SUFFIX:sweden ab
5567066187,NAME_EXCLUDED:mark
5567067920,NO_REVENUE
5567074306,LAYER1_OPERATING:förvaltning;NO_REVENUE
5567074413,GLOBAL_SHELL_SUFFIX:sweden ab
5567075394,NAME_EXCLUDED:mark
5567075543,GLOBAL_SHELL_SUFFIX:sverige ab
5567076236,LAYER1_OPERATING:förvaltning
5567076350,LAYER1_SERVICE:bygg
5567078638,NO_REVENUE
5567080097,GLOBAL_SHELL_SUFFIX:sweden ab
5567083430,LAYER1_OPERATING:fastighet
5567084115,GLOBAL_SHELL_SUFFIX:systems ab
5567087506,LAYER1_SERVICE:entreprenad
5567088132,NAME_EXCLUDED:hotel
5567089106,NO_REVENUE
5567093132,NO_REVENUE
5567093413,LAYER1_SERVICE:montage
5567093686,NO_REVENUE
5567094155,LAYER1_SERVICE:entreprenad
5567096184,NO_REVENUE
5567096606,LAYER1_SERVICE:service
5567097117,NO_REVENUE
5567098057,NO_REVENUE
5591435812,NO_REVENUE;NAME_EXCLUDED:transport
5567099964,GLOBAL_SHELL_SUFFIX:sverige ab
5567101000,NAME_EXCLUDED:grossist
5567102164,REVENUE_BELOW_MIN
5567102230,NO_REVENUE
5567102768,LAYER1_OPERATING:fastighet;REVENUE_BELOW_MIN
5567103337,LAYER1_SERVICE:bygg
5567104350,NO_REVENUE
5567106140,REVENUE_BELOW_MIN
5567106611,LAYER1_OPERATING:fastighet
5567106991,LAYER1_OPERATING:fastighet;LAYER1_SERVICE:el;REVENUE_BELOW_MIN
5567107585,GLOBAL_SHELL_SUFFIX:scandinavia ab
5567110282,GLOBAL_SHELL_SUFFIX:sverige ab
5567112593,NAME_EXCLUDED:transport
5567112726,LAYER1_OPERATING:fastighet;NO_REVENUE
5567115323,GLOBAL_SHELL_SUFFIX:sverige ab
5567116776,NO_REVENUE
5567117451,NO_REVENUE
5567117659,GLOBAL_SHELL_SUFFIX:sweden ab
5567121362,GLOBAL_SHELL_SUFFIX:sverige ab
5567122188,GLOBAL_SHELL_SUFFIX:sweden ab;NO_REVENUE
5567122246,NAME_EXCLUDED:hotel
5591437107,NO_REVENUE
5567123624,NAME_EXCLUDED:hotel
5567127385,LAYER1_SERVICE:bygg
5567129621,NO_REVENUE
5567130074,NO_REVENUE
5567227532,LAYER1_SERVICE:bygg;NAME_EXCLUDED:plåt
5567123012,REVENUE_BELOW_MIN
5567131585,NO_REVENUE
5567131635,NO_REVENUE
5567132179,NO_REVENUE
5567132799,GLOBAL_SHELL_SUFFIX:sverige ab;LAYER1_SERVICE:vvs;NO_REVENUE
5567136642,LAYER1_SERVICE:konsult
5567138648,GLOBAL_SHELL_SUFFIX:sverige ab
5567139067,REVENUE_BELOW_MIN
5567139240,NO_REVENUE
5567141048,NO_REVENUE
5567142178,NO_REVENUE
5567142988,NO_REVENUE
5567143291,NO_REVENUE
5567145874,LAYER1_SERVICE:montage
5567149371,LAYER1_SERVICE:bygg;NO_REVENUE
5567154694,LAYER1_SERVICE:åkeri;NO_REVENUE
5567155394,LAYER1_OPERATING:fastighet
5567155741,GLOBAL_SHELL_SUFFIX:sverige ab
5567156871,NO_REVENUE
5567157192,NO_REVENUE
5567158414,LAYER1_OPERATING:fastighet;REVENUE_BELOW_MIN
5567159115,LAYER1_SERVICE:bygg;NO_REVENUE
5567159263,LAYER1_SERVICE:bygg
5567159362,LAYER1_OPERATING:fastighet;REVENUE_BELOW_MIN
5567242648,NO_REVENUE
5567159834,NO_REVENUE;NAME_EXCLUDED:smide
5567160022,LAYER1_SERVICE:entreprenad
5567162259,GLOBAL_SHELL_SUFFIX:sweden ab
5567162556,NO_REVENUE
5567166326,LAYER1_OPERATING:förvaltning
5567168579,LAYER1_SERVICE:åkeri
5567170427,LAYER1_SERVICE:bygg
5567171839,LAYER1_SERVICE:service
5567172084,GLOBAL_SHELL_SUFFIX:sweden ab
5567173256,NO_REVENUE
5567174817,NO_REVENUE
5567175152,NO_REVENUE
5567176127,GLOBAL_SHELL_SUFFIX:sverige ab;LAYER1_SERVICE:el
5567176945,LAYER1_SERVICE:bygg
5567177893,NO_REVENUE
5567178529,LAYER1_OPERATING:fastighet
5567180384,LAYER1_SERVICE:bygg
5591438618,NO_REVENUE
5567181317,NO_REVENUE
5567182539,GLOBAL_SHELL_SUFFIX:sweden ab
5567243091,NO_REVENUE
5567184030,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5567184170,NO_REVENUE
5567184675,NO_REVENUE
5567191878,GLOBAL_SHELL_SUFFIX:sweden ab
5567193320,NO_REVENUE
5567193767,NO_REVENUE
5567195812,NAME_EXCLUDED:hotel
5567197487,NO_REVENUE
5567200323,NO_REVENUE
5567201198,LAYER1_OPERATING:fastighet
5567202105,NO_REVENUE
5567203269,LAYER1_SERVICE:bygg;NO_REVENUE
5567204911,REVENUE_BELOW_MIN
5567208060,GLOBAL_SHELL_SUFFIX:sverige ab
5567211684,GLOBAL_SHELL_SUFFIX:scandinavia ab
5567212351,NO_REVENUE
5567213276,GLOBAL_SHELL_SUFFIX:scandinavia ab
5567242333,NO_REVENUE
5567215800,LAYER1_SERVICE:konsult
5567216006,REVENUE_BELOW_MIN
5567217152,NO_REVENUE;NAME_EXCLUDED:transport
5567218838,REVENUE_BELOW_MIN
5567220347,NO_REVENUE
5567222459,NO_REVENUE
5567223069,NO_REVENUE;NAME_EXCLUDED:hotel
5567224836,GLOBAL_SHELL_SUFFIX:sweden ab;NO_REVENUE
5567226013,NO_REVENUE
5567228134,NO_REVENUE
5567229405,LAYER1_OPERATING:förvaltning
5567230486,GLOBAL_SHELL_SUFFIX:sweden ab
5567230916,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5567231682,REVENUE_BELOW_MIN
5567231831,LAYER1_SERVICE:rör;NO_REVENUE
5567236954,NO_REVENUE
5567241525,NO_REVENUE
5567243547,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5567243992,LAYER1_SERVICE:bygg
5567245690,LAYER1_OPERATING:fastighet
5567247746,NO_REVENUE
5567247787,NO_REVENUE
5567247894,NO_REVENUE
5567251482,NO_REVENUE
5567252654,NO_REVENUE
5567252753,NO_REVENUE;NAME_EXCLUDED:transport
5567253348,NO_REVENUE
5567255376,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5567255459,NO_REVENUE
5567259964,NO_REVENUE
5567263628,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5567268106,NO_REVENUE
5567270300,NO_REVENUE
5567273981,LAYER1_SERVICE:kyl;NO_REVENUE;NAME_EXCLUDED:transport
5567275473,GLOBAL_SHELL_SUFFIX:sweden ab
5567275556,LAYER1_SERVICE:el
5567280978,LAYER1_OPERATING:fastighet
5567283279,NO_REVENUE
5567283956,NO_REVENUE
5567284624,NO_REVENUE
5567284822,NO_REVENUE
5567284962,GLOBAL_SHELL_SUFFIX:sweden ab
5567285480,NO_REVENUE
5567288229,GLOBAL_SHELL_SUFFIX:sverige ab
5567290134,GLOBAL_SHELL_SUFFIX:sweden ab
5567291074,NO_REVENUE
5567292171,LAYER1_SERVICE:åkeri;NO_REVENUE
5567292759,GLOBAL_SHELL_SUFFIX:sweden ab
5567294011,GLOBAL_SHELL_SUFFIX:sverige ab;LAYER1_SERVICE:bygg
5567294755,GLOBAL_SHELL_SUFFIX:sweden ab;NO_REVENUE
5567295042,NO_REVENUE
5567295091,NO_REVENUE
5567295232,NO_REVENUE
5567295364,NO_REVENUE
5567295562,NO_REVENUE
5567295877,NO_REVENUE
5567298467,NO_REVENUE
5567298483,NO_REVENUE
5567299564,GLOBAL_SHELL_SUFFIX:sweden ab;NO_REVENUE
5567299978,NO_REVENUE
5567300768,LAYER1_SERVICE:bygg;NO_REVENUE
5567303770,LAYER1_SERVICE:entreprenad;NO_REVENUE
5567304711,GLOBAL_SHELL_SUFFIX:sweden ab
5567304869,LAYER1_OPERATING:fastighet
5567308183,NAME_EXCLUDED:transport
5567308746,NO_REVENUE
5567309595,LAYER1_OPERATING:fastighet
5567310288,GLOBAL_SHELL_SUFFIX:sweden ab
5567311237,NO_REVENUE
5567314595,NO_REVENUE
5567315790,LAYER1_SERVICE:management;NO_REVENUE
5567316228,NO_REVENUE
5567317416,NO_REVENUE
5567318331,GLOBAL_SHELL_SUFFIX:sweden ab
5567318547,NO_REVENUE
5567320444,NO_REVENUE
5567321673,LAYER1_SERVICE:konsult;NO_REVENUE
5567322382,NO_REVENUE
5567322390,NO_REVENUE
5567323711,GLOBAL_SHELL_SUFFIX:systems ab;NO_REVENUE
5567324180,NO_REVENUE
5567324289,GLOBAL_SHELL_SUFFIX:sweden ab;LAYER1_SERVICE:service;NO_REVENUE
5567325005,LAYER1_SERVICE:entreprenad
5567325047,GLOBAL_SHELL_SUFFIX:sweden ab
5567325591,GLOBAL_SHELL_SUFFIX:sverige ab
5567328678,LAYER1_SERVICE:service;NO_REVENUE
5567330211,NO_REVENUE
5567331706,GLOBAL_SHELL_SUFFIX:sverige ab;REVENUE_BELOW_MIN
5567332886,NO_REVENUE
5567333314,NO_REVENUE
5591439095,LAYER1_SERVICE:bygg
5567335665,NAME_EXCLUDED:transport
5567336689,LAYER1_SERVICE:bygg
5567338545,LAYER1_SERVICE:kyl
5567381552,LAYER1_SERVICE:rör
5567346738,GLOBAL_SHELL_SUFFIX:sweden ab
5567352066,GLOBAL_SHELL_SUFFIX:sweden ab
5567352934,LAYER1_SERVICE:consulting
5567353809,LAYER1_OPERATING:fastighet
5567359517,LAYER1_SERVICE:entreprenad;REVENUE_BELOW_MIN
5567360408,NO_REVENUE
5567362545,NO_REVENUE
5567364301,LAYER1_SERVICE:kyl
5567365175,GLOBAL_SHELL_SUFFIX:sverige ab;LAYER1_SERVICE:montage
5567368534,LAYER1_SERVICE:bygg
5567370217,LAYER1_SERVICE:bygg
5567371694,NO_REVENUE
5567372635,NAME_EXCLUDED:transport
5567386189,NO_REVENUE
5567386379,REVENUE_BELOW_MIN
5567389167,GLOBAL_SHELL_SUFFIX:sverige ab
5567389357,LAYER1_SERVICE:service
5567396725,GLOBAL_SHELL_SUFFIX:sverige ab
5567397467,LAYER1_SERVICE:bygg;NO_REVENUE
5567397517,GLOBAL_SHELL_SUFFIX:sweden ab
5567397905,GLOBAL_SHELL_SUFFIX:sverige ab;REVENUE_BELOW_MIN
5567397970,GLOBAL_SHELL_SUFFIX:sverige ab
5567398622,NO_REVENUE
5567400725,GLOBAL_SHELL_SUFFIX:sweden ab
5567401186,NO_REVENUE
5567404644,NO_REVENUE
5567405948,LAYER1_SERVICE:el
5567411441,GLOBAL_SHELL_SUFFIX:sverige ab
5567412241,GLOBAL_SHELL_SUFFIX:sverige ab
5567415772,GLOBAL_SHELL_SUFFIX:sweden ab;NO_REVENUE
5567417455,NO_REVENUE
5567417927,NO_REVENUE
5567418800,NO_REVENUE
5567422745,LAYER1_SERVICE:bygg
5567423719,GLOBAL_SHELL_SUFFIX:sweden ab
5567426241,LAYER1_OPERATING:fastighet;LAYER1_SERVICE:service
5567428783,NAME_EXCLUDED:transport
5567430227,REVENUE_BELOW_MIN
5567431365,GLOBAL_SHELL_SUFFIX:sverige ab
5567431829,NO_REVENUE
5567433387,REVENUE_BELOW_MIN;NAME_EXCLUDED:transport
5567434799,LAYER1_SERVICE:montage
5567435747,LAYER1_SERVICE:montage
5567436141,GLOBAL_SHELL_SUFFIX:sweden ab
5567437115,LAYER1_SERVICE:bygg
5567440267,NO_REVENUE
5567440994,NO_REVENUE
5567442099,LAYER1_SERVICE:bygg
5567443444,LAYER1_SERVICE:bygg;NO_REVENUE
5567449193,LAYER1_SERVICE:rör
5567450837,REVENUE_BELOW_MIN
5567450969,NO_REVENUE
5567454607,NO_REVENUE
5567454789,LAYER1_SERVICE:service
5567456057,GLOBAL_SHELL_SUFFIX:sweden ab
5567456230,REVENUE_BELOW_MIN
5567456420,LAYER1_SERVICE:management;NO_REVENUE
5567456693,NO_REVENUE
5567457121,GLOBAL_SHELL_SUFFIX:sverige ab
5567457428,LAYER1_OPERATING:fastighet;REVENUE_BELOW_MIN
5567458624,NO_REVENUE
5567459309,NO_REVENUE
5567459978,LAYER1_SERVICE:entreprenad
5567466346,LAYER1_OPERATING:förvaltning;LAYER1_SERVICE:bygg
5567468219,LAYER1_SERVICE:management
5567472047,NO_REVENUE
5567478416,NO_REVENUE
5567478861,LAYER1_OPERATING:holding;NO_REVENUE
5567481394,NO_REVENUE
5567482418,LAYER1_SERVICE:service
5567489553,NO_REVENUE
5567491559,LAYER1_OPERATING:fastighet;LAYER1_SERVICE:service
5567491658,NO_REVENUE
5567491963,LAYER1_OPERATING:fastighet
5567494397,NO_REVENUE
5567494702,LAYER1_SERVICE:consulting
5567500847,GLOBAL_SHELL_SUFFIX:sweden ab;NO_REVENUE
5567501845,LAYER1_SERVICE:entreprenad
5567503247,NO_REVENUE
5567503999,NO_REVENUE
5567507115,REVENUE_BELOW_MIN
5567507297,NO_REVENUE
5567507511,GLOBAL_SHELL_SUFFIX:sweden ab
5567507677,LAYER1_SERVICE:bygg;NO_REVENUE;NAME_EXCLUDED:mark
5567508386,NO_REVENUE
5567509608,LAYER1_OPERATING:fastighet
5567510622,LAYER1_SERVICE:ror;NO_REVENUE
5567511455,NO_REVENUE
5567516306,LAYER1_SERVICE:service
5567516389,NO_REVENUE
5567517718,LAYER1_SERVICE:bygg
5567517726,NO_REVENUE
5567518344,REVENUE_BELOW_MIN
5567519722,LAYER1_SERVICE:bygg
5567526974,LAYER1_SERVICE:montage
5567527477,LAYER1_SERVICE:kyl
5567527881,GLOBAL_SHELL_SUFFIX:sweden ab
5567528285,GLOBAL_SHELL_SUFFIX:sverige ab
5567528889,NO_REVENUE
5567530489,NO_REVENUE
5567530919,LAYER1_SERVICE:consulting;NO_REVENUE
5567532014,LAYER1_SERVICE:bygg;NO_REVENUE
5567532246,NO_REVENUE
5567532345,LAYER1_SERVICE:bygg
5567533863,LAYER1_OPERATING:fastighet
5567534671,NO_REVENUE
5567535272,REVENUE_BELOW_MIN
5567538458,GLOBAL_SHELL_SUFFIX:sweden ab
5567544928,NO_REVENUE
5567545065,GLOBAL_SHELL_SUFFIX:sweden ab
5567545826,NO_REVENUE
5567547194,NAME_EXCLUDED:hotel
5567551964,GLOBAL_SHELL_SUFFIX:sweden ab
5567553523,NO_REVENUE
5567555007,NO_REVENUE
5567555114,LAYER1_SERVICE:el;NO_REVENUE
5567556187,LAYER1_SERVICE:service
5567556484,NO_REVENUE
5567557680,LAYER1_OPERATING:fastighet
5567559116,LAYER1_SERVICE:åkeri;REVENUE_BELOW_MIN
5567559793,LAYER1_SERVICE:entreprenad;NO_REVENUE
5567576276,NO_REVENUE
5567561765,NO_REVENUE
5567562839,NO_REVENUE
5567563316,NO_REVENUE
5567563753,NO_REVENUE
5567564728,NO_REVENUE
5567566533,GLOBAL_SHELL_SUFFIX:sverige ab;NAME_EXCLUDED:mark
5567566855,NO_REVENUE
5567567606,GLOBAL_SHELL_SUFFIX:scandinavia ab;NO_REVENUE
5567567671,NO_REVENUE
5567567945,NO_REVENUE
5567571897,REVENUE_BELOW_MIN
5567572234,NO_REVENUE
5567575450,GLOBAL_SHELL_SUFFIX:sweden ab
5567575765,NO_REVENUE
5567582316,LAYER1_OPERATING:fastighet
5567585327,NO_REVENUE
5567585418,LAYER1_SERVICE:consulting
5567589543,NO_REVENUE
5567589600,NO_REVENUE
5567590525,NO_REVENUE
5567592380,REVENUE_BELOW_MIN
5567600316,LAYER1_SERVICE:consulting;NO_REVENUE
5567601132,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5567602098,NO_REVENUE
5567604052,NO_REVENUE
5567608319,LAYER1_SERVICE:service
5567608509,NO_REVENUE
5567609978,GLOBAL_SHELL_SUFFIX:sweden ab
5567610414,NO_REVENUE
5567612337,GLOBAL_SHELL_SUFFIX:sweden ab
5567615041,NO_REVENUE
5567619076,LAYER1_OPERATING:fastighet
5567619308,GLOBAL_SHELL_SUFFIX:sverige ab
5567626766,GLOBAL_SHELL_SUFFIX:sweden ab
5567627228,GLOBAL_SHELL_SUFFIX:sweden ab
5567627657,GLOBAL_SHELL_SUFFIX:sweden ab
5567627954,NO_REVENUE
5567628176,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5567629265,NO_REVENUE
5567629539,NO_REVENUE
5567630651,LAYER1_OPERATING:fastighet
5567633606,NO_REVENUE
5567633689,NAME_EXCLUDED:transport
5567638159,REVENUE_BELOW_MIN
5567640601,LAYER1_SERVICE:management
5567640783,NAME_EXCLUDED:transport
5567642037,GLOBAL_SHELL_SUFFIX:sverige ab
5567643894,GLOBAL_SHELL_SUFFIX:sweden ab
5567651459,LAYER1_OPERATING:holding
5567652572,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5567654529,GLOBAL_SHELL_SUFFIX:sverige ab;NO_REVENUE
5567654644,LAYER1_SERVICE:bygg
5567656805,NO_REVENUE
5567657514,LAYER1_OPERATING:fastighet
5567658520,LAYER1_SERVICE:service;NAME_EXCLUDED:transport
5567658645,LAYER1_SERVICE:consulting
5567658652,REVENUE_BELOW_MIN
5567660849,NO_REVENUE
5567666481,GLOBAL_SHELL_SUFFIX:svenska ab;LAYER1_SERVICE:entreprenad
5567671606,GLOBAL_SHELL_SUFFIX:sweden ab
5567672257,NO_REVENUE
5590540612,REVENUE_BELOW_MIN
5567712251,LAYER1_SERVICE:service
5567678197,NAME_EXCLUDED:transport
5567680110,NO_REVENUE
5567681530,GLOBAL_SHELL_SUFFIX:sverige ab
5567682579,NO_REVENUE
5567684906,REVENUE_BELOW_MIN
5567687701,LAYER1_SERVICE:bygg
5567688808,NO_REVENUE;NAME_EXCLUDED:hotel
5567689327,NO_REVENUE
5567690176,NAME_EXCLUDED:mark
5567694178,LAYER1_SERVICE:entreprenad
5567695134,NO_REVENUE
5567695522,LAYER1_SERVICE:åkeri;NO_REVENUE
5567696132,LAYER1_OPERATING:fastighet
